id_publicacao;descricao;data_postagem;imagem;fk_usuario;fk_evento;publicacao_pai;tipo
1255;Descricao adequada do comentario da publicação  232;03/02/2019;coment_699.jgp;15;153;232;COMENTARIO
1256;Descricao adequada do comentario da publicação  452;21/06/2021;coment_700.jgp;985;11;452;COMENTARIO
1257;Descricao adequada do comentario da publicação  473;19/08/2020;coment_701.jgp;691;103;473;COMENTARIO
1258;Descricao adequada do comentario da publicação  533;10/03/2021;coment_702.jgp;763;32;533;COMENTARIO
1259;Descricao adequada do comentario da publicação  328;18/03/2020;coment_703.jgp;1140;61;328;COMENTARIO
1260;Descricao adequada do comentario da publicação  330;13/11/2020;coment_704.jgp;188;69;330;COMENTARIO
1261;Descricao adequada do comentario da publicação  371;25/04/2019;coment_705.jgp;897;149;371;COMENTARIO
1262;Descricao adequada do comentario da publicação  378;15/08/2021;coment_706.jgp;463;40;378;COMENTARIO
1263;Descricao adequada do comentario da publicação  519;29/07/2021;coment_707.jgp;257;36;519;COMENTARIO
1264;Descricao adequada do comentario da publicação  372;15/10/2020;coment_708.jgp;229;67;372;COMENTARIO
1265;Descricao adequada do comentario da publicação  203;21/02/2021;coment_709.jgp;222;17;203;COMENTARIO
1266;Descricao adequada do comentario da publicação  341;12/04/2021;coment_710.jgp;121;12;341;COMENTARIO
1267;Descricao adequada do comentario da publicação  183;01/08/2020;coment_711.jgp;333;90;183;COMENTARIO
1268;Descricao adequada do comentario da publicação  387;17/08/2021;coment_712.jgp;741;5;387;COMENTARIO
1269;Descricao adequada do comentario da publicação  342;02/12/2021;coment_713.jgp;570;52;342;COMENTARIO
1270;Descricao adequada do comentario da publicação  539;22/02/2020;coment_714.jgp;310;64;539;COMENTARIO
1271;Descricao adequada do comentario da publicação  302;08/05/2019;coment_715.jgp;3;149;302;COMENTARIO
1272;Descricao adequada do comentario da publicação  369;05/07/2021;coment_716.jgp;647;39;369;COMENTARIO
1273;Descricao adequada do comentario da publicação  479;03/10/2019;coment_717.jgp;417;154;479;COMENTARIO
1274;Descricao adequada do comentario da publicação  263;10/08/2019;coment_718.jgp;677;126;263;COMENTARIO
1275;Descricao adequada do comentario da publicação  197;25/11/2021;coment_719.jgp;854;21;197;COMENTARIO
1276;Descricao adequada do comentario da publicação  328;18/03/2020;coment_720.jgp;1060;61;328;COMENTARIO
1277;Descricao adequada do comentario da publicação  175;19/08/2019;coment_721.jgp;1010;126;175;COMENTARIO
1278;Descricao adequada do comentario da publicação  449;27/05/2021;coment_722.jgp;1141;10;449;COMENTARIO
1279;Descricao adequada do comentario da publicação  468;03/07/2019;coment_723.jgp;459;127;468;COMENTARIO
1280;Descricao adequada do comentario da publicação  509;13/08/2019;coment_724.jgp;64;148;509;COMENTARIO
1281;Descricao adequada do comentario da publicação  378;17/08/2021;coment_725.jgp;405;40;378;COMENTARIO
1282;Descricao adequada do comentario da publicação  497;09/05/2019;coment_726.jgp;685;152;497;COMENTARIO
1283;Descricao adequada do comentario da publicação  275;23/10/2021;coment_727.jgp;1080;13;275;COMENTARIO
1284;Descricao adequada do comentario da publicação  248;21/02/2020;coment_728.jgp;583;101;248;COMENTARIO
1285;Descricao adequada do comentario da publicação  232;06/02/2019;coment_729.jgp;664;153;232;COMENTARIO
1286;Descricao adequada do comentario da publicação  312;26/09/2021;coment_730.jgp;53;42;312;COMENTARIO
1287;Descricao adequada do comentario da publicação  475;08/03/2019;coment_731.jgp;1146;144;475;COMENTARIO
1288;Descricao adequada do comentario da publicação  474;07/03/2019;coment_732.jgp;899;140;474;COMENTARIO
1289;Descricao adequada do comentario da publicação  264;27/09/2020;coment_733.jgp;345;77;264;COMENTARIO
1290;Descricao adequada do comentario da publicação  359;11/03/2019;coment_734.jgp;66;155;359;COMENTARIO
1291;Descricao adequada do comentario da publicação  396;01/04/2019;coment_735.jgp;1121;132;396;COMENTARIO
1292;Descricao adequada do comentario da publicação  393;04/08/2020;coment_736.jgp;1129;103;393;COMENTARIO
1293;Descricao adequada do comentario da publicação  345;09/10/2019;coment_737.jgp;40;154;345;COMENTARIO
1294;Descricao adequada do comentario da publicação  320;12/02/2021;coment_738.jgp;844;27;320;COMENTARIO
1295;Descricao adequada do comentario da publicação  456;25/10/2020;coment_739.jgp;321;86;456;COMENTARIO
1296;Descricao adequada do comentario da publicação  315;22/03/2019;coment_740.jgp;1022;129;315;COMENTARIO
1297;Descricao adequada do comentario da publicação  259;07/05/2020;coment_741.jgp;720;55;259;COMENTARIO
1298;Descricao adequada do comentario da publicação  285;03/07/2021;coment_742.jgp;716;11;285;COMENTARIO
1299;Descricao adequada do comentario da publicação  190;24/07/2020;coment_743.jgp;1087;68;190;COMENTARIO
1300;Descricao adequada do comentario da publicação  453;17/09/2019;coment_744.jgp;142;142;453;COMENTARIO
1301;Descricao adequada do comentario da publicação  213;12/10/2020;coment_745.jgp;522;67;213;COMENTARIO
1302;Descricao adequada do comentario da publicação  376;13/02/2019;coment_746.jgp;668;107;376;COMENTARIO
1303;Descricao adequada do comentario da publicação  399;23/02/2020;coment_747.jgp;889;64;399;COMENTARIO
1304;Descricao adequada do comentario da publicação  525;04/12/2021;coment_748.jgp;397;46;525;COMENTARIO
1305;Descricao adequada do comentario da publicação  364;13/01/2021;coment_749.jgp;653;20;364;COMENTARIO
1306;Descricao adequada do comentario da publicação  371;30/04/2019;coment_750.jgp;304;149;371;COMENTARIO
1307;Descricao adequada do comentario da publicação  298;09/06/2021;coment_751.jgp;796;39;298;COMENTARIO
1308;Descricao adequada do comentario da publicação  496;28/04/2021;coment_752.jgp;773;25;496;COMENTARIO
1309;Descricao adequada do comentario da publicação  401;18/10/2020;coment_753.jgp;523;74;401;COMENTARIO
1310;Descricao adequada do comentario da publicação  332;05/10/2019;coment_754.jgp;1023;122;332;COMENTARIO
1311;Descricao adequada do comentario da publicação  199;12/08/2021;coment_755.jgp;743;5;199;COMENTARIO
1312;Descricao adequada do comentario da publicação  480;12/10/2020;coment_756.jgp;901;86;480;COMENTARIO
1313;Descricao adequada do comentario da publicação  556;01/11/2019;coment_757.jgp;1014;138;556;COMENTARIO
1314;Descricao adequada do comentario da publicação  434;24/08/2021;coment_758.jgp;730;5;434;COMENTARIO
1315;Descricao adequada do comentario da publicação  436;14/05/2021;coment_759.jgp;851;6;436;COMENTARIO
1316;Descricao adequada do comentario da publicação  333;20/01/2021;coment_760.jgp;469;20;333;COMENTARIO
1317;Descricao adequada do comentario da publicação  341;16/04/2021;coment_761.jgp;1061;12;341;COMENTARIO
1318;Descricao adequada do comentario da publicação  540;15/07/2019;coment_762.jgp;325;136;540;COMENTARIO
1319;Descricao adequada do comentario da publicação  419;18/05/2021;coment_763.jgp;115;38;419;COMENTARIO
1320;Descricao adequada do comentario da publicação  376;15/02/2019;coment_764.jgp;1148;107;376;COMENTARIO
1321;Descricao adequada do comentario da publicação  362;23/09/2021;coment_765.jgp;1168;26;362;COMENTARIO
1322;Descricao adequada do comentario da publicação  256;14/09/2019;coment_766.jgp;304;156;256;COMENTARIO
1323;Descricao adequada do comentario da publicação  384;16/05/2019;coment_767.jgp;1135;116;384;COMENTARIO
1324;Descricao adequada do comentario da publicação  319;30/11/2021;coment_768.jgp;842;52;319;COMENTARIO
1325;Descricao adequada do comentario da publicação  528;29/05/2020;coment_769.jgp;973;81;528;COMENTARIO
1326;Descricao adequada do comentario da publicação  254;14/04/2019;coment_770.jgp;375;152;254;COMENTARIO
1327;Descricao adequada do comentario da publicação  311;02/02/2019;coment_771.jgp;1041;124;311;COMENTARIO
1328;Descricao adequada do comentario da publicação  162;19/11/2019;coment_772.jgp;207;118;162;COMENTARIO
1329;Descricao adequada do comentario da publicação  483;27/03/2021;coment_773.jgp;196;41;483;COMENTARIO
1330;Descricao adequada do comentario da publicação  526;26/07/2019;coment_774.jgp;407;151;526;COMENTARIO
1331;Descricao adequada do comentario da publicação  391;20/07/2020;coment_775.jgp;348;89;391;COMENTARIO
1332;Descricao adequada do comentario da publicação  552;25/02/2019;coment_776.jgp;1114;140;552;COMENTARIO
1333;Descricao adequada do comentario da publicação  267;14/02/2021;coment_777.jgp;209;32;267;COMENTARIO
1334;Descricao adequada do comentario da publicação  441;09/10/2021;coment_778.jgp;286;49;441;COMENTARIO
1335;Descricao adequada do comentario da publicação  318;26/05/2021;coment_779.jgp;1127;50;318;COMENTARIO
1336;Descricao adequada do comentario da publicação  550;25/11/2021;coment_780.jgp;498;53;550;COMENTARIO
1337;Descricao adequada do comentario da publicação  177;21/05/2020;coment_781.jgp;745;97;177;COMENTARIO
1338;Descricao adequada do comentario da publicação  451;29/09/2019;coment_782.jgp;356;145;451;COMENTARIO
1339;Descricao adequada do comentario da publicação  387;19/08/2021;coment_783.jgp;697;5;387;COMENTARIO
1340;Descricao adequada do comentario da publicação  464;26/04/2020;coment_784.jgp;634;85;464;COMENTARIO
1341;Descricao adequada do comentario da publicação  195;21/05/2021;coment_785.jgp;1100;16;195;COMENTARIO
1342;Descricao adequada do comentario da publicação  215;17/09/2019;coment_786.jgp;206;135;215;COMENTARIO
1343;Descricao adequada do comentario da publicação  218;08/07/2019;coment_787.jgp;107;121;218;COMENTARIO
1344;Descricao adequada do comentario da publicação  549;24/09/2020;coment_788.jgp;822;74;549;COMENTARIO
1345;Descricao adequada do comentario da publicação  209;08/12/2020;coment_789.jgp;240;72;209;COMENTARIO
1346;Descricao adequada do comentario da publicação  294;30/08/2019;coment_790.jgp;1160;142;294;COMENTARIO
1347;Descricao adequada do comentario da publicação  188;22/09/2020;coment_791.jgp;1130;70;188;COMENTARIO
1348;Descricao adequada do comentario da publicação  515;11/09/2020;coment_792.jgp;859;104;515;COMENTARIO
1349;Descricao adequada do comentario da publicação  438;19/02/2020;coment_793.jgp;422;64;438;COMENTARIO
1350;Descricao adequada do comentario da publicação  476;13/01/2019;coment_794.jgp;52;124;476;COMENTARIO
1351;Descricao adequada do comentario da publicação  506;24/02/2019;coment_795.jgp;777;147;506;COMENTARIO
1352;Descricao adequada do comentario da publicação  320;09/02/2021;coment_796.jgp;913;27;320;COMENTARIO
1353;Descricao adequada do comentario da publicação  498;17/09/2019;coment_797.jgp;31;146;498;COMENTARIO
1354;Descricao adequada do comentario da publicação  165;31/05/2019;coment_798.jgp;906;115;165;COMENTARIO
1355;Descricao adequada do comentario da publicação  387;20/08/2021;coment_799.jgp;1163;5;387;COMENTARIO
1356;Descricao adequada do comentario da publicação  497;11/05/2019;coment_800.jgp;1146;152;497;COMENTARIO
1357;Descricao adequada do comentario da publicação  209;06/12/2020;coment_801.jgp;738;72;209;COMENTARIO
1358;Descricao adequada do comentario da publicação  391;22/07/2020;coment_802.jgp;662;89;391;COMENTARIO
1359;Descricao adequada do comentario da publicação  221;16/05/2019;coment_803.jgp;548;139;221;COMENTARIO
1360;Descricao adequada do comentario da publicação  409;29/05/2020;coment_804.jgp;949;97;409;COMENTARIO
1361;Descricao adequada do comentario da publicação  532;23/11/2021;coment_805.jgp;912;29;532;COMENTARIO
1362;Descricao adequada do comentario da publicação  527;20/11/2021;coment_806.jgp;970;46;527;COMENTARIO
1363;Descricao adequada do comentario da publicação  511;19/09/2020;coment_807.jgp;8;70;511;COMENTARIO
1364;Descricao adequada do comentario da publicação  239;20/09/2021;coment_808.jgp;907;51;239;COMENTARIO
1365;Descricao adequada do comentario da publicação  490;09/05/2020;coment_809.jgp;967;55;490;COMENTARIO
1366;Descricao adequada do comentario da publicação  386;03/04/2021;coment_810.jgp;659;35;386;COMENTARIO
1367;Descricao adequada do comentario da publicação  235;25/06/2021;coment_811.jgp;1021;37;235;COMENTARIO
1368;Descricao adequada do comentario da publicação  208;07/10/2019;coment_812.jgp;92;154;208;COMENTARIO
1369;Descricao adequada do comentario da publicação  311;07/02/2019;coment_813.jgp;962;124;311;COMENTARIO
1370;Descricao adequada do comentario da publicação  533;11/03/2021;coment_814.jgp;350;32;533;COMENTARIO
1371;Descricao adequada do comentario da publicação  474;11/03/2019;coment_815.jgp;181;140;474;COMENTARIO
1372;Descricao adequada do comentario da publicação  548;02/08/2019;coment_816.jgp;570;128;548;COMENTARIO
1373;Descricao adequada do comentario da publicação  500;18/05/2021;coment_817.jgp;1138;6;500;COMENTARIO
1374;Descricao adequada do comentario da publicação  508;01/03/2019;coment_818.jgp;593;123;508;COMENTARIO
1375;Descricao adequada do comentario da publicação  216;12/05/2021;coment_819.jgp;717;12;216;COMENTARIO
1376;Descricao adequada do comentario da publicação  376;16/02/2019;coment_820.jgp;295;107;376;COMENTARIO
1377;Descricao adequada do comentario da publicação  320;12/02/2021;coment_821.jgp;8;27;320;COMENTARIO
1378;Descricao adequada do comentario da publicação  186;01/04/2021;coment_822.jgp;18;35;186;COMENTARIO
1379;Descricao adequada do comentario da publicação  519;29/07/2021;coment_823.jgp;693;36;519;COMENTARIO
1380;Descricao adequada do comentario da publicação  226;07/03/2019;coment_824.jgp;1036;141;226;COMENTARIO
1381;Descricao adequada do comentario da publicação  420;06/06/2019;coment_825.jgp;302;119;420;COMENTARIO
1382;Descricao adequada do comentario da publicação  322;01/03/2019;coment_826.jgp;692;110;322;COMENTARIO
1383;Descricao adequada do comentario da publicação  313;15/04/2019;coment_827.jgp;1028;157;313;COMENTARIO
1384;Descricao adequada do comentario da publicação  428;01/12/2021;coment_828.jgp;3;8;428;COMENTARIO
1385;Descricao adequada do comentario da publicação  456;25/10/2020;coment_829.jgp;189;86;456;COMENTARIO
1386;Descricao adequada do comentario da publicação  183;31/07/2020;coment_830.jgp;79;90;183;COMENTARIO
1387;Descricao adequada do comentario da publicação  167;14/08/2019;coment_831.jgp;678;126;167;COMENTARIO
1388;Descricao adequada do comentario da publicação  290;26/08/2019;coment_832.jgp;184;143;290;COMENTARIO
1389;Descricao adequada do comentario da publicação  181;29/07/2020;coment_833.jgp;492;78;181;COMENTARIO
1390;Descricao adequada do comentario da publicação  471;27/06/2019;coment_834.jgp;874;121;471;COMENTARIO
1391;Descricao adequada do comentario da publicação  464;26/04/2020;coment_835.jgp;262;85;464;COMENTARIO
1392;Descricao adequada do comentario da publicação  518;26/04/2020;coment_836.jgp;1026;96;518;COMENTARIO
1393;Descricao adequada do comentario da publicação  492;14/07/2019;coment_837.jgp;987;127;492;COMENTARIO
1394;Descricao adequada do comentario da publicação  528;29/05/2020;coment_838.jgp;306;81;528;COMENTARIO
1395;Descricao adequada do comentario da publicação  512;10/03/2019;coment_839.jgp;583;155;512;COMENTARIO
1396;Descricao adequada do comentario da publicação  503;01/04/2020;coment_840.jgp;937;93;503;COMENTARIO
1397;Descricao adequada do comentario da publicação  430;24/09/2021;coment_841.jgp;152;23;430;COMENTARIO
1398;Descricao adequada do comentario da publicação  322;03/03/2019;coment_842.jgp;987;110;322;COMENTARIO
1399;Descricao adequada do comentario da publicação  206;21/07/2020;coment_843.jgp;657;78;206;COMENTARIO
1400;Descricao adequada do comentario da publicação  502;17/03/2019;coment_844.jgp;513;144;502;COMENTARIO
1401;Descricao adequada do comentario da publicação  445;14/12/2019;coment_845.jgp;876;130;445;COMENTARIO
1402;Descricao adequada do comentario da publicação  304;15/07/2019;coment_846.jgp;194;128;304;COMENTARIO
1403;Descricao adequada do comentario da publicação  403;15/11/2021;coment_847.jgp;700;53;403;COMENTARIO
1404;Descricao adequada do comentario da publicação  506;26/02/2019;coment_848.jgp;1110;147;506;COMENTARIO
1405;Descricao adequada do comentario da publicação  419;18/05/2021;coment_849.jgp;1149;38;419;COMENTARIO
1406;Descricao adequada do comentario da publicação  300;17/09/2021;coment_850.jgp;266;26;300;COMENTARIO
1407;Descricao adequada do comentario da publicação  533;10/03/2021;coment_851.jgp;379;32;533;COMENTARIO
1408;Descricao adequada do comentario da publicação  203;24/02/2021;coment_852.jgp;787;17;203;COMENTARIO
1409;Descricao adequada do comentario da publicação  316;09/08/2019;coment_853.jgp;715;120;316;COMENTARIO
1410;Descricao adequada do comentario da publicação  172;15/07/2019;coment_854.jgp;898;128;172;COMENTARIO
1411;Descricao adequada do comentario da publicação  450;09/08/2021;coment_855.jgp;908;24;450;COMENTARIO
1412;Descricao adequada do comentario da publicação  520;12/05/2020;coment_856.jgp;148;54;520;COMENTARIO
1413;Descricao adequada do comentario da publicação  337;18/05/2020;coment_857.jgp;291;97;337;COMENTARIO
1414;Descricao adequada do comentario da publicação  366;05/05/2020;coment_858.jgp;489;85;366;COMENTARIO
1415;Descricao adequada do comentario da publicação  353;28/04/2021;coment_859.jgp;1166;7;353;COMENTARIO
1416;Descricao adequada do comentario da publicação  165;30/05/2019;coment_860.jgp;99;115;165;COMENTARIO
1417;Descricao adequada do comentario da publicação  267;12/02/2021;coment_861.jgp;895;32;267;COMENTARIO
1418;Descricao adequada do comentario da publicação  440;28/07/2020;coment_862.jgp;509;78;440;COMENTARIO
1419;Descricao adequada do comentario da publicação  254;14/04/2019;coment_863.jgp;426;152;254;COMENTARIO
1420;Descricao adequada do comentario da publicação  540;14/07/2019;coment_864.jgp;167;136;540;COMENTARIO
1421;Descricao adequada do comentario da publicação  488;19/02/2021;coment_865.jgp;89;2;488;COMENTARIO
1422;Descricao adequada do comentario da publicação  285;01/07/2021;coment_866.jgp;81;11;285;COMENTARIO
1423;Descricao adequada do comentario da publicação  547;28/12/2020;coment_867.jgp;951;59;547;COMENTARIO
1424;Descricao adequada do comentario da publicação  516;13/06/2020;coment_868.jgp;548;97;516;COMENTARIO
1425;Descricao adequada do comentario da publicação  326;17/08/2019;coment_869.jgp;903;133;326;COMENTARIO
1426;Descricao adequada do comentario da publicação  482;05/12/2021;coment_870.jgp;1074;46;482;COMENTARIO
1427;Descricao adequada do comentario da publicação  479;01/10/2019;coment_871.jgp;891;154;479;COMENTARIO
1428;Descricao adequada do comentario da publicação  432;07/06/2020;coment_872.jgp;198;81;432;COMENTARIO
1429;Descricao adequada do comentario da publicação  510;03/11/2021;coment_873.jgp;422;29;510;COMENTARIO
1430;Descricao adequada do comentario da publicação  332;04/10/2019;coment_874.jgp;550;122;332;COMENTARIO
1431;Descricao adequada do comentario da publicação  452;22/06/2021;coment_875.jgp;238;11;452;COMENTARIO
1432;Descricao adequada do comentario da publicação  442;16/02/2019;coment_876.jgp;945;110;442;COMENTARIO
1433;Descricao adequada do comentario da publicação  395;04/06/2021;coment_877.jgp;5;50;395;COMENTARIO
1434;Descricao adequada do comentario da publicação  423;23/06/2020;coment_878.jgp;657;75;423;COMENTARIO
1435;Descricao adequada do comentario da publicação  214;08/08/2020;coment_879.jgp;553;60;214;COMENTARIO
1436;Descricao adequada do comentario da publicação  532;26/11/2021;coment_880.jgp;469;29;532;COMENTARIO
1437;Descricao adequada do comentario da publicação  313;20/04/2019;coment_881.jgp;91;157;313;COMENTARIO
1438;Descricao adequada do comentario da publicação  467;04/08/2019;coment_882.jgp;1113;126;467;COMENTARIO
1439;Descricao adequada do comentario da publicação  375;27/09/2020;coment_883.jgp;441;77;375;COMENTARIO
1440;Descricao adequada do comentario da publicação  401;15/10/2020;coment_884.jgp;1098;74;401;COMENTARIO
1441;Descricao adequada do comentario da publicação  490;10/05/2020;coment_885.jgp;63;55;490;COMENTARIO
1442;Descricao adequada do comentario da publicação  306;28/04/2020;coment_886.jgp;1108;54;306;COMENTARIO
1443;Descricao adequada do comentario da publicação  250;23/11/2021;coment_887.jgp;424;1;250;COMENTARIO
1444;Descricao adequada do comentario da publicação  306;02/05/2020;coment_888.jgp;743;54;306;COMENTARIO
1445;Descricao adequada do comentario da publicação  526;28/07/2019;coment_889.jgp;4;151;526;COMENTARIO
1446;Descricao adequada do comentario da publicação  292;29/09/2021;coment_890.jgp;157;33;292;COMENTARIO
1447;Descricao adequada do comentario da publicação  514;09/05/2019;coment_891.jgp;464;152;514;COMENTARIO
1448;Descricao adequada do comentario da publicação  216;12/05/2021;coment_892.jgp;364;12;216;COMENTARIO
1449;Descricao adequada do comentario da publicação  394;26/03/2020;coment_893.jgp;197;79;394;COMENTARIO
1450;Descricao adequada do comentario da publicação  535;12/07/2020;coment_894.jgp;458;94;535;COMENTARIO
1451;Descricao adequada do comentario da publicação  300;13/09/2021;coment_895.jgp;386;26;300;COMENTARIO
1452;Descricao adequada do comentario da publicação  331;20/10/2021;coment_896.jgp;14;15;331;COMENTARIO
1453;Descricao adequada do comentario da publicação  321;24/03/2021;coment_897.jgp;1171;28;321;COMENTARIO
1454;Descricao adequada do comentario da publicação  400;21/06/2021;coment_898.jgp;75;45;400;COMENTARIO
1455;Descricao adequada do comentario da publicação  265;09/06/2021;coment_899.jgp;948;31;265;COMENTARIO
1456;Descricao adequada do comentario da publicação  164;07/04/2019;coment_900.jgp;1165;159;164;COMENTARIO
1457;Descricao adequada do comentario da publicação  320;13/02/2021;coment_901.jgp;239;27;320;COMENTARIO
1458;Descricao adequada do comentario da publicação  417;01/05/2019;coment_902.jgp;873;152;417;COMENTARIO
1459;Descricao adequada do comentario da publicação  541;12/09/2021;coment_903.jgp;954;44;541;COMENTARIO
1460;Descricao adequada do comentario da publicação  265;13/06/2021;coment_904.jgp;328;31;265;COMENTARIO
1461;Descricao adequada do comentario da publicação  499;20/04/2019;coment_905.jgp;1097;132;499;COMENTARIO
1462;Descricao adequada do comentario da publicação  282;12/05/2019;coment_906.jgp;1047;116;282;COMENTARIO
1463;Descricao adequada do comentario da publicação  240;26/11/2021;coment_907.jgp;506;53;240;COMENTARIO
1464;Descricao adequada do comentario da publicação  173;15/06/2020;coment_908.jgp;23;99;173;COMENTARIO
1465;Descricao adequada do comentario da publicação  346;02/09/2020;coment_909.jgp;474;98;346;COMENTARIO
1466;Descricao adequada do comentario da publicação  224;11/08/2020;coment_910.jgp;1109;60;224;COMENTARIO
1467;Descricao adequada do comentario da publicação  341;15/04/2021;coment_911.jgp;478;12;341;COMENTARIO
1468;Descricao adequada do comentario da publicação  353;25/04/2021;coment_912.jgp;895;7;353;COMENTARIO
1469;Descricao adequada do comentario da publicação  395;02/06/2021;coment_913.jgp;90;50;395;COMENTARIO
1470;Descricao adequada do comentario da publicação  170;05/05/2019;coment_914.jgp;1083;111;170;COMENTARIO
1471;Descricao adequada do comentario da publicação  365;03/03/2019;coment_915.jgp;306;123;365;COMENTARIO
1472;Descricao adequada do comentario da publicação  525;05/12/2021;coment_916.jgp;437;46;525;COMENTARIO
1473;Descricao adequada do comentario da publicação  383;15/08/2021;coment_917.jgp;673;30;383;COMENTARIO
1474;Descricao adequada do comentario da publicação  369;01/07/2021;coment_918.jgp;596;39;369;COMENTARIO
1475;Descricao adequada do comentario da publicação  338;20/03/2020;coment_919.jgp;789;61;338;COMENTARIO
1476;Descricao adequada do comentario da publicação  339;08/03/2020;coment_920.jgp;401;101;339;COMENTARIO
1477;Descricao adequada do comentario da publicação  224;11/08/2020;coment_921.jgp;413;60;224;COMENTARIO
1478;Descricao adequada do comentario da publicação  422;14/05/2021;coment_922.jgp;91;18;422;COMENTARIO
1479;Descricao adequada do comentario da publicação  223;16/11/2021;coment_923.jgp;598;21;223;COMENTARIO
1480;Descricao adequada do comentario da publicação  249;03/06/2021;coment_924.jgp;460;31;249;COMENTARIO
1481;Descricao adequada do comentario da publicação  413;04/05/2021;coment_925.jgp;206;10;413;COMENTARIO
1482;Descricao adequada do comentario da publicação  474;09/03/2019;coment_926.jgp;304;140;474;COMENTARIO
1483;Descricao adequada do comentario da publicação  302;07/05/2019;coment_927.jgp;472;149;302;COMENTARIO
1484;Descricao adequada do comentario da publicação  402;22/01/2020;coment_928.jgp;901;91;402;COMENTARIO
1485;Descricao adequada do comentario da publicação  165;27/05/2019;coment_929.jgp;655;115;165;COMENTARIO
1486;Descricao adequada do comentario da publicação  535;10/07/2020;coment_930.jgp;210;94;535;COMENTARIO
1487;Descricao adequada do comentario da publicação  355;14/01/2019;coment_931.jgp;1110;114;355;COMENTARIO
1488;Descricao adequada do comentario da publicação  193;14/09/2020;coment_932.jgp;948;73;193;COMENTARIO
1489;Descricao adequada do comentario da publicação  370;05/09/2019;coment_933.jgp;611;108;370;COMENTARIO
1490;Descricao adequada do comentario da publicação  465;17/02/2019;coment_934.jgp;1161;125;465;COMENTARIO
1491;Descricao adequada do comentario da publicação  248;24/02/2020;coment_935.jgp;979;101;248;COMENTARIO
1492;Descricao adequada do comentario da publicação  518;25/04/2020;coment_936.jgp;115;96;518;COMENTARIO
1493;Descricao adequada do comentario da publicação  249;02/06/2021;coment_937.jgp;61;31;249;COMENTARIO
1494;Descricao adequada do comentario da publicação  218;11/07/2019;coment_938.jgp;241;121;218;COMENTARIO
1495;Descricao adequada do comentario da publicação  230;29/10/2021;coment_939.jgp;203;33;230;COMENTARIO
1496;Descricao adequada do comentario da publicação  548;03/08/2019;coment_940.jgp;792;128;548;COMENTARIO
1497;Descricao adequada do comentario da publicação  317;20/05/2021;coment_941.jgp;890;7;317;COMENTARIO
1498;Descricao adequada do comentario da publicação  288;22/05/2020;coment_942.jgp;154;97;288;COMENTARIO
1499;Descricao adequada do comentario da publicação  422;16/05/2021;coment_943.jgp;409;18;422;COMENTARIO
1500;Descricao adequada do comentario da publicação  511;15/09/2020;coment_944.jgp;543;70;511;COMENTARIO
1501;Descricao adequada do comentario da publicação  433;04/06/2021;coment_945.jgp;196;22;433;COMENTARIO
1502;Descricao adequada do comentario da publicação  251;20/03/2020;coment_946.jgp;985;87;251;COMENTARIO
1503;Descricao adequada do comentario da publicação  543;04/08/2019;coment_947.jgp;918;120;543;COMENTARIO
1504;Descricao adequada do comentario da publicação  523;01/08/2020;coment_948.jgp;193;71;523;COMENTARIO
1505;Descricao adequada do comentario da publicação  254;16/04/2019;coment_949.jgp;501;152;254;COMENTARIO
1506;Descricao adequada do comentario da publicação  434;24/08/2021;coment_950.jgp;1096;5;434;COMENTARIO
1507;Descricao adequada do comentario da publicação  407;11/11/2021;coment_951.jgp;417;46;407;COMENTARIO
1508;Descricao adequada do comentario da publicação  534;10/08/2019;coment_952.jgp;328;148;534;COMENTARIO
1509;Descricao adequada do comentario da publicação  436;15/05/2021;coment_953.jgp;505;6;436;COMENTARIO
1510;Descricao adequada do comentario da publicação  308;05/06/2021;coment_954.jgp;864;22;308;COMENTARIO
1511;Descricao adequada do comentario da publicação  313;20/04/2019;coment_955.jgp;234;157;313;COMENTARIO
1512;Descricao adequada do comentario da publicação  504;20/09/2019;coment_956.jgp;294;137;504;COMENTARIO
1513;Descricao adequada do comentario da publicação  383;16/08/2021;coment_957.jgp;337;30;383;COMENTARIO
1514;Descricao adequada do comentario da publicação  316;05/08/2019;coment_958.jgp;1147;120;316;COMENTARIO
1515;Descricao adequada do comentario da publicação  495;27/04/2019;coment_959.jgp;848;159;495;COMENTARIO
1516;Descricao adequada do comentario da publicação  217;28/11/2019;coment_960.jgp;882;158;217;COMENTARIO
1517;Descricao adequada do comentario da publicação  262;15/02/2019;coment_961.jgp;702;125;262;COMENTARIO
1518;Descricao adequada do comentario da publicação  169;13/09/2020;coment_962.jgp;880;77;169;COMENTARIO
1519;Descricao adequada do comentario da publicação  176;26/11/2021;coment_963.jgp;1000;43;176;COMENTARIO
1520;Descricao adequada do comentario da publicação  448;02/09/2020;coment_964.jgp;468;83;448;COMENTARIO
1521;Descricao adequada do comentario da publicação  263;12/08/2019;coment_965.jgp;897;126;263;COMENTARIO
1522;Descricao adequada do comentario da publicação  399;20/02/2020;coment_966.jgp;423;64;399;COMENTARIO
1523;Descricao adequada do comentario da publicação  213;11/10/2020;coment_967.jgp;1136;67;213;COMENTARIO
1524;Descricao adequada do comentario da publicação  469;12/05/2021;coment_968.jgp;825;47;469;COMENTARIO
1525;Descricao adequada do comentario da publicação  375;25/09/2020;coment_969.jgp;999;77;375;COMENTARIO
1526;Descricao adequada do comentario da publicação  209;09/12/2020;coment_970.jgp;479;72;209;COMENTARIO
